74,繼草悟道大型可愛喵之後，新光三越台灣大道前出現一隻亮綠草皮大萌狗蘇格蘭犬，超級可愛，勢必成為IG打卡新熱點。
75,台中小吃，原記鵝肉(北平店)。平價鵝肉切盤，想吃不一定有，請趁早來用餐以免賣完，多款鵝汁小菜滿足喜愛鵝肉的你！
76,鬆餅愛好者吃過的鬆餅絕對是手指+腳趾都算不出來的數量，但露著潔白牙齒會微笑的鬆餅就沒看過了吧！好一個會笑的鬆餅~真是促米。
77,一碗三十五塊的麵線羹，用料非常的實在，裡面的肉羹就有好幾塊！而且麵線有加九層塔 所以吃起來非常的香，真的很不錯吃喔。
78,原本全台灣只有四家店販售，11/11全中區開賣囉！
79, 
80," 台中餐廳免費料理抽獎：https://goo.gl/rPQsyT"""
81,視覺系冰淇淋！你吃過了嗎？
82,天氣變冷了！吃麻辣鍋最對味！
83,崇德路美食攻略更新囉！吃飽吃巧通通都有！
84,假日溜小孩好去處！
85,明天雙11...你身邊有哪些朋友需要呢？(笑
86,上個月超狂的巨無霸咖哩！不知道台中有人挑戰成功了嗎？
87," 店小二深夜串燒：http://taiwan17go.com/h201610-3/"""
88,攤車跟招牌都有些陳舊，不過它的價位跟一般飲料店好像差沒有很多，但品項倒是不多，主要是楊桃汁跟甘蔗類飲料吸引我。
89,皮薄薄，肉多多，湯滿滿，會噴汁又燙口的湯包！
90,後天11號！逢甲夜市雞排買一送一！
91,這一家老台中人都知道，帶外地的朋友來吃都是讚不絕口吃到嘴爽(雖然有點誇張，但真的很好吃啦)。
92,現在的店面似乎很喜歡走低調路線，不是招牌小到不行，就是根本沒招牌，是說雖然不顯眼，但人潮依舊不減，大家眼力都好好。
93,水的龍頭肉蛋吐司，店名奇特！卻充滿了手工風，店家開店至今有五年的時間，一開始是以專供甜點為主，這1~2年才改為早餐店！
94,早上六點多就開賣！一大早想吃牛肉麵，來這裡就對了！
95,最近愛上吃蔬食，我一定要和大家推薦這家超好吃的全素滷味，
96," 就是位於勤美小巷子裡面的“Vege Creek 蔬河“！"""
97,老闆外表就是個潮男，但卻很文青又細膩，所以我說他是潮青來著。昨日花卷的創意跨界混搭料 理，就是把中西韓日等美味圈捲成味，是很新鮮又特別的創意吃法。
98,這裡的海鮮便宜又大碗！而且海鮮都是現撈的，每份都是活跳跳然後再料理，所以每到假日這裡的客人都是滿滿滿的喔！
99, 
100," 逢甲雞排買一送一：http://taiwan17go.com/w459-2/"""
101,滿滿的紅豆耶….太..犯..規..了..啦~
102, 
103, 台中立冬進補：http://taiwan17go.com/medi99/
104," 逢甲雞排買一送一：http://taiwan17go.com/w459-2/"""
105,什麼...妖怪夜市竟然...
106, 台中立冬進補：http://taiwan17go.com/medi99/
107," 逢甲雞排買一送一：http://taiwan17go.com/w459-2/"""
108,30多間台中10月份新開的店！
109, 
110," 立冬進補：http://taiwan17go.com/medi99/"""
111,看起來冬天好適合！不過聽說爭議一直不少，你覺得呢？
112, 
113," 立冬進補：http://taiwan17go.com/medi99/"""
114,第一次去覺得還OK，後來不知不覺越來越常去，像是一種被制約的感覺，彷彿這家店已經成為生活中的一部分，這家位於中工三路跟天保街口的這家姊妹招牌意麵，就很有這種感覺。
115,營業到凌晨一點半，冬天進補暖暖胃，家庭聚餐可參考！
116,假日排隊人潮真瘋狂，你喝過了嗎？
117,新社花海遊程攻略來囉！
118,這家店只賣三種料理，個人比較推雞排咖哩，咖哩本身的味道比牛肉的淡些，但不時會吃到酒香，後來再仔細品嘗，味道應該是從蛋包飯上面的蛋來的。
119,2016新社花海來囉！交通、接駁、位置、周邊美食大補帖！
120," 台中住宿攻略：https://goo.gl/qav8Pq"""
121,明天的早餐就決定是他了！
122,聽說後來因人多，品質沒有很好，你有吃過嗎？
123,竹仔腳的空間其實不大，人多時會顯得擁擠些，內用似乎沒有冷氣，只有電風扇的加持，夏天中午來真的會吃的滿頭大汗，雖然很熱，不過人還是一樣的多阿！
124,南瓜屋二店的對面就是勤美誠品，而中間就是草悟道，來台中玩的捧油記得必玩這附近的景點啊！
125,對這種巷弄的小甜點店總是很難抗拒 ~小麥?子是網路起家的甜點店，由日本女孩與台灣女孩一起打造夢想，販售著當天現做的好吃手作甜點。
126,日式醬料的蛋餅，蛋和餅皮完美結合，淋上照燒醬，撒上柴魚片，再擠上美乃滋，看起來是不是很像蛋餅版的大阪燒阿~
127,對喜歡吃辣的人來說，好像看到這種紅通通的湯頭，就有種莫名的興奮感，不過這整碗端上來，最吸睛的還是他滿滿的料，尤其那花枝真的很搶鏡。
128,P+HOUSE隱藏在精誠五街內，夜晚獨棟很顯眼，機車方便停，推薦漢堡與戰斧炭烤豬肋排。
129,看到這兒，大家應該就明白店名的由來了吧！路邊小吃攤的老闆，竟然穿著如此正式講究，我們都叫他領帶伯，店裡的活招牌，夏天來時，會很想問他，阿伯你不熱嗎XD
130,新開的卡索里拉餐廳，店名不太好記，不過裝潢感覺不錯，而且客人滿多的，適合家庭或朋友聚餐的一家餐廳，因為空間寬敞、位置多、餐點也是大部分的大人小孩都會吃的內容。
131,二月森烘焙工作室的甜點都做的好可愛呀，不僅模樣可愛，吃過的朋友們也都很推。
132,逢甲多士號隔壁、轉角處開了一家女孩兒們拍照好地點，好多花束和夢幻彩色飲料可以一起拍照，IG新打卡點！
133,勇於嚐鮮的我會推薦炸水果系列，另外激丸跟本丸這兩種雖然做工繁複，但是蠻有特色的，可以試著多研發一些其他口味，說不定之後會成為另一樣逢甲必吃美食唷！
134,冬天快到了！這篇你一定會需要的！
135,不管一年四季，店裡總是大排長龍，人潮不斷阿...
136,如果不嫌遠，小?都會推薦這家在太平的宗欽現炒，這家現炒是我家每個月必定會吃上2.3回的店，店家開業至今也要邁入第20年了。
137,瞞著爹，偷偷來吃。
138,營業到凌晨兩點，有時候晚上宵夜肚子餓，這裡是奇奇除了永和豆漿之外的另一個選擇，這家春粽米糕飯麵主打是肉粽，不過他們其它的餐點也很不錯喔~
139,超意外發現好吃的美食，趕著去台中歌劇院看舞台劇，路上隨機停了就進去吃，驚豔了我的大嘴巴啊，店名就叫『有麵子』。
140,火鍋裡面的料好多，除了肉片和酸菜，還有丸子、凍豆腐跟豆皮，酸菜部分帶點脆度，酸度也比其他家來的高一點，價格來說，套餐滿划算的，適合朋友或家庭聚餐~
141,吃道地北方酸白菜鍋當然要沾老闆的家傳比例才能吃到酸白菜特有的甘美柔順風味，這裡的服務生很勤快，隨時會有人員提著湯壺巡桌加湯，另一組人則是忙著上菜收拾空盤 。
142,只要跟老闆說要豆花還是燒仙草，老闆就會給你一個碗，我點的是豆花～所以就先裝好豆花了，櫃檯上一桶一桶的配料～紅豆、綠豆、花生、薏仁、大豆、粉圓、QQ、一點紅、芋圓想加什麼隨你加。
143,美村路上的蒝紅綵一直都以真材實料著稱～身邊有不少朋友都跟我大力推薦，店裡賣的品項不少，豆花、剉冰、果汁、好茶，現在又多了一樣啦！就是今年夏天最受歡迎的氣泡水！
144," 限量袋子抽獎活動：https://goo.gl/JTepbh"""
145,台中車站就這樣邁入的高架化。原本以為這樣舊車站是否就封閉，店家也會收攤？結帳就時順便請教了爭鮮的服務人員，說舊站依舊是進入新站的出入口，只是平面鐵道就不再開放。所以店家也都還繼續營業著。
146," 限量袋子抽獎活動：https://goo.gl/JTepbh"""
147,這家黑糖飲品對於中部人來說可能很陌生，但在南台灣算是挺有名氣，10/29-31 全面買一送一。
148, 
149," 限量袋子抽獎活動：https://goo.gl/JTepbh"""
150,11月初逢甲夜市即將開的新店來囉！
151,有時候是一種懷念，不過價格回不去了，人潮依舊多。
152,從咬了一口的油蔥餅可以看出來餅是有孔洞的，有些地方炸得酥酥的，讓餅吃起來香又Q，炸過的雞蛋香口感很嫩，跟蔥花的香味使得油蔥餅更美味。
153,位於再大里高中對面的阿成炒麵，是許多大里朋友推薦的早餐之一，每天一大早六點開賣，不只是勞工朋友的最愛，一般上班族學生也都很愛，所以經過看到排隊人潮一點都不意外！
154,因為我們只有兩個人，而且餐點份量不少，服務人員建議差不多點四道菜就可以了，所以與招牌小土雞無緣啦，沒關係～下次找多一點人，再來品嚐一次客家婆莊。
155,這家日船的章魚小丸子口感比較紮實，似乎跟逢甲夜市的日船略有不同呢！ 
156, 
157," 台中潭子購物季：https://goo.gl/FotSwh"""
158,一口咬下內餡，濃郁的巧克力和起司味，就像忙著演奏激昂又奔放的熔岩交響曲一樣！
159, 
160," 台中潭子購物季：https://goo.gl/FotSwh"""
161,這間感覺好便宜！有人喝過嗎？
162, 
163," 台中潭子購物季：https://goo.gl/FotSwh"""
164,座落在大墩十七街的獨棟民宅中，有著庭院造型的Caf? Muah其實很顯目，裝潢風格也是走這陣子超流行的工業風路線，但沒有過多的矯飾，簡潔且個性。
165,重點戲來囉！這碗分量滿多的，我看幾乎每桌都有點，排骨酥部分真的有讓我驚豔到，整個軟嫩又入味，重點全都去骨，你只會吃到軟骨，但是軟骨也可以整個吃下去的程度，湯頭滿香的。
166,從網路、市集開始～靠著好吃的甜點迅速累積人氣，現在終於有實體店面啦！
167,台中兩天一夜！教你如何搭公車玩台中~
168,就湯頭而言，剛喝時覺得比較沒味道，不像下午班的肉燥滷汁湯頭來得香，但到後來會發現其實是很清甜的味道，而且清甜的湯頭讓鮮蝦大餛飩的鮮甜滋味更明顯，餛飩的絞肉餡湯汁感覺更爆發。
169,百貨公司有什麼吃的呢？
170,早上就是要吃飽飽~
171,假日也推出限定早午餐是，菜單上看不到的，數量很有限，通常11點後進來的客人就向隅，建議大家還是先訂位，比較保險。
172,湯村足體養生館位在經貿三路和中平路口的水湳館，離中清交流道很近之外，佔地也很廣，放眼望去擁有千坪以上的外觀十分氣派。
173,前陣子開幕的韓式料理，有人吃過嗎？覺得如何呢？
174, 
175," 台中金萱茶好康活動：https://goo.gl/Cpt3zU"""
176,假日來台中玩！交通住宿看過來！
177, 
178," 金萱茶好康活動：https://goo.gl/Cpt3zU"""
179,是說傻瓜麵搬家很久囉！你知道嗎？
180, 
181," 金萱茶好康活動：https://goo.gl/Cpt3zU"""
182,這叫我該如何是好呢~~
183,不提供電話預訂、只提供外帶、請自備購物袋、每人限購3份、漢堡三明治每星期更換一次。
184,在蒸箱裡看到一個別的地方沒看過的川菜花捲，以前吃的花捲都是包蔥花，這是包炒香的川菜 (榨菜?)
185,台中地區近期超夯的美食話題，開在新光三越無印良品櫃位裡，餐廳中吃的用的，當然是出自自家之產品。
186,黑嚕嚕＝巧克力，所以只要跟巧克力相關的餅乾，脆片通通與牛奶雪花冰碰撞，還搭上了小朋友最愛的棉花糖，相對的這碗冰比較適合螞蟻一族來享用！
187,這道顏色上好漂亮，擺盤富有豐富性，雞腿肉還滿有誠意的，可以加上旁邊的蕃茄香料醬一起食用。
188,萬聖節前可以來補貨囉！不給糖就搗蛋~
189,好想吃~~
190,東海商圈這幾年變化上其實不算太顯著，雖然有新店家的進駐，像是最近有金礦咖啡，不過每次來總是習慣吃那幾家老字號的小吃，像是蓮心冰雞腳凍、龍門客棧的芋圓或是豆子仙草凍。
191,跟東喜堂共用園區和停車場，假日的晚上東喜堂依舊滿滿都是人，熊品建議還是訂位一下比較保險，這天我們遇到好幾組都是朋友聚餐的，吃完覺得，這邊還滿適合家庭或朋友聚會的。
192,前陣子新開幕的火鍋店！目前打9折且不收服務費，還有免費飲料可以喝到爽，是非常適合學生聚餐或者家庭聚會的店，推薦安格斯牛小排鍋、豪華海陸鍋這兩種給愛吃鍋物的老饕們。
193,柳川旁的新開幕飯店 ，10/27前不用千元可住雙人房含早餐！
194,你們看吧！沒騙你們吧！幾乎每一桌都有人呢！我們去吃的時候還等了一下下咧！
195,魚皮湯一碗70元，不要被嚇到，一般這種湯的價格也就差不多這樣，湯頭非常的鮮甜，而且最重要的是，魚皮帶肉質，超嫩口，好吃！
196,就是今天！日本人學校秋祭典來了！
197,台灣的1770不用等雨過天晴，彩虹屋就在這裡分享美食，分享一早悠閒的早晨時光。
198,餐點有輕食類和小農米食，因為才剛試營運，菜單還是暫時的，內容和價位請依店家公布為主。餐點都是老闆自己做的，也很挺在地小農呢！
199,三種口味的飯糰，味道夠，飯糰帶Q，雞腿排肉質比較有嚼勁，不像一般吃到的較軟嫩的口感喔！右邊有玉子燒、地瓜及配菜和茄子，感覺滿精緻的，賣相也不錯。
200,不論是炸橘子、鳥蛋、水梨或是黑糖年糕等都有，其中還有一個起司激丸一口咬下可以牽絲呢！
201,鍋貼一顆只要3元！現包現煎的好滋味排隊也甘願！
202,還有附上一小搓的奶油，可以搭配著黑咖哩一起吃，劃過咖哩會化開，跟咖哩吃除了多了一抹奶香之外，多少也凸顯了咖哩的甘甜味、辛辣味。
203,雙人套餐再多點一道最愛的泰式月亮蝦餅，開啟了今天用餐的好心情，沾著泰式醬料酸甜，脆脆厚厚熱熱的，好好吃~
204,北港王鴨肉飯用的是鹹味比較重的醬味跟鴨肉絲做搭配，米飯吃起來偏軟，所以北港鴨肉飯吃之前要攪拌，讓醬汁跟白飯均勻的混在一起才能有剛剛好的鹹香味。
205,珍珠很貼心的是另外用容器裝起來，因為珍珠碰到冰，口感會變硬，久了口感也會變差，所以自己想吃的時候自己加。
206,據說已經開大約有二十幾個年頭，最初來逢甲的時候是被老師推薦可以吃這一家，因為常常也是逢甲老師們的口袋名單，老闆也認識不少逢甲大學的老師們這樣。
207,雖然實體店面才剛開幕沒很久，但就已經非常受歡迎。尤其是小麥?子的明星商品-抹茶戚風蛋糕，沒有預約很可能開店沒多久就已經售罄。
208,台中新景點九房里彩繪村來囉！！
209,期待已久的台中車站新站終於啟用了，隨著市區鐵路高架化的全面通車，地平線軌道也走入歷史，老台中車站的月台也就正式的功成身退了，許多人來目送最後一幕。
210,喜歡乾燥花的，怎能錯過呢？
211,深夜美食送上台中超夯的胖子修行動餐車~~~
212,滑嫩的肉質整個鮮甜，比較特別的是牛肩有微微的筋感，不會突兀，反而是讓口感加了好幾分。麻辣湯底的麻香搭著牛肉鮮甜，完全的迷人，瞬間被擄獲。
213,韓式料理夯了這幾年之後，台中終於出現讓人拍個不停的夢幻氛圍花園的泰國餐廳囉！
214,肉質的部份看這張照片就知道，吃起來軟嫩有汁，不會乾柴，充滿雞肉的香味，搭配外層的麵衣，味道更加香酥好吃。
215,紅色的？這不是西瓜汁喔，確確實實是芭樂汁，是紅心芭樂打的，鮮甜順口又好喝，而且也好大一杯，物美價廉！買這個給小朋友喝都比可樂汽水健康多了。
216,看看這個鴨腿～實在是太引人犯罪了！多汁的鴨腿配上焦糖色外皮，這才一解了我對香港美食的相思之情！
217,雖然價格不算平價，嘗鮮插旗打卡一次嘛！甜筒比冰淇淋還要吸睛、還要繽紛漂亮有創意，冰淇淋還可以疊高高，看北部的客人打卡，台北101當背景拍照好有梗！
218, 
219," 台中2016日本銘酒祭：https://goo.gl/Ihus6A"""
220,隱藏在巷弄間的它，從大馬路往巷弄望，其實不起眼，可能要先認出這超可愛的汽車，才會接著看到它。
221,我個人覺得甜不辣、米血、百頁豆腐和豆皮是滷味界的四大天王，不過我這天沒有夾豆皮就是了。
222,天啊！這份量...
223,巨無霸20分鐘內挑戰成功免費！！聽說台中還沒半個人成功~~~
224,芋頭冰也是他們招牌之一，大甲本身就是芋頭的產地，所以大甲芋頭聞名台灣，產地裡的芋頭冰當然好吃不在話下阿。
225,這一家位於大甲鎮瀾宮附近轉角的巷弄小吃，生意非常好，每次營業時間都排一堆人，酥脆的餅皮還有豐富的內餡，新鮮又美味，一直都深得在地人的喜愛。
226,精誠九街裡，就在一凜拉麵隔壁，敲敲的開了這麼一家蛋奶素和全素食的餐廳，將原本平凡無奇的老建築改造成有庭院的宅院。
227,肉蛋吐司迷們！怎能錯過呢？
228,如果你特地為酒桶跑過來可能會有些失望，若是你本身很愛欣賞這類的藝術彩繪，或者剛好想參觀園區裡的其他展覽，那麼彩繪酒桶就是個值得順路一看的景點。
229,土司和貝果經過炭烤，店家特製的醬料，還有那日式清新風格和店員，擄獲少男少女的心。假日想來吃肉蛋吐司，建議先打電話預約，不然可能要有等待半小時以上的心理準備。
230,為了愛跑來台灣！早上七點開始賣，賣完就收攤！請叫我朴歐巴~~
231,扣除一些個人不愛的缺點以外，這家廣豐算是不錯吃的，之後我還有去買，燒鴨油雞飯或是鴨腿飯也一樣是滿滿的鋪蓋阿，只不過配菜來說就是幾樣在輪換這樣。
232,墨西哥捲餅的吃法比較單純，把五花肉裹上滿滿滿滿出來的起司，這裡的起司比較像起司醬，不會牽太長。
233,哇！超多間的崇德路餐廳資訊來囉！千萬不可錯過！
234,這份量根本無敵！有人挑戰過嗎？
235,邊的大碗我點過一次就有點懼怕，怕的倒不是吃不完它，只是即便吃完也覺得肚子快撐爆，其實建議不要這麼為難自己，點個小碗的就相當夠吃了。
236,聽說這間在豐原很紅耶！吃過的覺得如何呢？
237,想多銷魂就有多銷魂~~
238,公老坪農場大家去過了嗎？
239,上次看食尚玩家介紹香雞城，手扒雞迷人的畫面讓人整個為之瘋狂，而太平也有一家烤雞可以讓人體驗手扒大口吃肉的快感，平日下午四點還有特別活動！
240,台中小吃，鮮魚?蝦仁飯。台中超有名氣蝦仁飯，吃完一碗還想再叫第二碗，招牌虱目魚肚湯也是必點！
241,搭配超質感杯套，冷熱皆可用喔！只要加購$39元，就可以擇你所愛，連喝飲料都要這麼時尚，我就愛這味！
242,真的是精品賣場，佔地大，有一二樓，聽說地下室還有停車場，二樓大片落地窗的設計也讓採光非常好。
243,這是一間很小巧又很溫馨的店，手作咖啡和手作甜點都很特別，整體感受很有溫度。
244,你看看這樣一顆顆大水餃入鍋了，而且這邊的水煎包是單面煎唷，不像水煎包是兩邊都煎的恰恰捏，好特別~~~
245,酸爽夠味而不油膩的超推酸辣湯頭來了！位於小巷內，用餐環境平實不華麗，老闆娘很親切，很熱心，靦腆的笑，餐點價格平易近人，料多味美！
246,有點點餓，想吃宵夜....
247,招牌上就標示著已經是四十年的老店了，自滷自賣，常在這裡出沒的人對它應該都不陌生。
248,這片鴨太誘人了！可是明天好像公休(捶心肝
249,多家鐵板燒攻略，喜歡的可以試試看。
250,這家雞排店排隊的人一直很多耶！大家吃過嗎？
251,台中神秘幽靈餐車？這是....？
252,有吃過這家燒臘嗎？
253,這也太可愛了吧！尖叫~~~
254,這家素食看起來也不錯耶！
255,特賣到後天10號~~~
256,Toward Cafe 途兒咖啡很可愛，它是由5位來自自行車、機械、設計、科技等專長的同學共同創業成立。用貨櫃屋搭建咖啡廳、種上綠草、搭上室內與戶外休憩區，設置單車得來速車道提供自行車車友免費取水或購買運動飲料。
257,精誠路上有許多小吃和異國美食，不過吃膩了總是炸的、滷的、烤的重口味宵夜或下午茶時，很推薦老阿伯手作的小籠包喔!不過，他是小籠包，不是湯包!所以跟皮薄餡多的貴貴湯包不同喔！(出餐很慢
258,最近看偶像劇必勝練習生，女主角李淑芬也最愛吃紅豆，夏天吃紅豆冰、冬天喝紅豆湯，甜蜜暖心，這家南煮透的紅豆，綿密滑順，味道還真不錯，我都想推薦給李淑芬吃了 ((入戲很深
259,天下第一好吃的漢堡？？這間小巷子中的漢堡之所以如此有自信的秘密是？
260,最夯的星際蟲洞，高2.9公尺.像不像變形蟲，害我也很想上去跳，你看.滿滿都是人阿，這個平日來的話，一定可以玩得很過癮。
261,有時候是一種懷念
262,台中爵士音樂節即將結束！還沒去得趕緊來惡補唷！
263,不得不說一下，這裡的脆皮燒肉.真。的。好。脆。丫頭說：「老闆之前很有自信的對他們說，很多烤得很脆的，肉就乾了，肉要不乾，皮就沒那麼脆，我的脆皮燒肉你們吃了就知道」。
264,逢甲新開幕的麻辣燙！
265,晚上看到這個太邪惡了！千萬不要點啊~~
266,嘉義沙鍋魚頭位在台中市北區進化北路上，在台中還滿有名的，之前就常常外帶沙鍋魚頭回家，然後自己再另外買火鍋料，就這樣可以吃好幾餐。
267,這家位在勤美商圈附近小巷弄內的的Harrits甜甜圈專賣店，來自於東京，已經在這兒開好多年了，是在台灣的第一家店，其實開在小巷子裡又沒有突出的招牌，很容易就被路過忽略了。
268,又要到了吃火鍋的季節！趕緊先收藏~
269,小菜則是有五種選擇，一旁都有小碟子可以裝，看想吃什麼小菜這邊通通有，韓式辣泡菜、海帶根、黃豆芽、酸甜的白蘿蔔和辣蘿蔔乾。
270,日式飯糰吐司，內溶入有點像是中日合併，像是玉子燒，卜肉，海苔、滷肉，菜脯，肉燥等等，用料非常的特別。
271,深夜想吃點東西...
272,感覺很隱密！有人吃過嗎？
